Ekran Boyutu,İşletim Sistemi,Ekran Çözünürlüğü,Ekran Panel Tipi,Ekran Çözünürlük Biçimi,Ağırlık,Ram(Bellek) Boyutu,İşlemci Modeli,İşlemci Arttırılmış Frekans,İşlemci Çekirdek Sayısı,İşlemci Markası,İşlemci Temel Frekans,İşlemci Önbelleği,Ram(Bellek) Türü,SSD Boyutu,uri,Ürün Adı,En Düşük Fiyat,Medyan Fiyat,Ram(Bellek) Frekansı,Sabit Disk(HDD) Boyutu,Harici Ekran Kartı Belleği,Harici Ekran Kartı Modeli
14 inç,Windows,1920x1080 Piksel,LED (TN),Full HD,1.60 kg,8 GB,Intel Core i3-1115G4,4.10 GHz,2 Çekirdek,Intel,3.00 GHz,6 MB,DDR4,500 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-82ka001ttx086-v14-i3-1115g4-8-gb-500-gb-ssd-14-inc-fhd-windows-11-pro-tasinabilir-bilgisayar-fiyatlari,2092219359",Lenovo 82KA001TTX086 V14 i3-1115G4 8 GB 500 GB SSD 14 inç FHD Windows 11 Pro Taşınabilir Bilgisayar,11799.12,12320,3200 MHz,,,
14 inç,Windows,1920x1080 Piksel,LED (TN),Full HD,1.60 kg,20 GB,Intel Core i3-1115G4,4.10 GHz,2 Çekirdek,Intel,3.00 GHz,6 MB,DDR4,1 TB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-82ka001ttx098-v14-i3-1115g4-20-gb-1-tb-ssd-14-inc-fhd-windows-11-pro-tasinabilir-bilgisayar-fiyatlari,2092220262",Lenovo 82KA001TTX098 V14 i3-1115G4 20 GB 1 TB SSD 14 inç FHD Windows 11 Pro Taşınabilir Bilgisayar,13273.65,13717,3200 MHz,,,
15.6 inç,Windows 10 Pro,1920x1080 Piksel,LED (IPS),Full HD,1.70 kg,12 GB,AMD Ryzen 7 5700U,4.3 GHz,8 Çekirdek,AMD,1.8 GHz,8 MB,DDR4,1 TB + 512 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-82ku00vntxa88-ryzen7-5700u-12gb-ram-1tb-ssd-512gb-ssd-win10-pro-15-6inc-laptop-fiyatlari,1846509548",Lenovo 82KU00VNTXA88 Ryzen7 5700U 12GB Ram 1TB SSD + 512GB SSD Win10 Pro 15.6inç Laptop,13968.18,14209,3200 MHz,,,
15.6 inç,Windows 10 Pro,1920x1080 Piksel,LED (TN),Full HD,1.65 kg,8 GB,AMD Ryzen 7 5700U,4.30 GHz,8 Çekirdek,AMD,1.80 GHz,8 MB,DDR4,512 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-82ku00vntxa122-ideapad-3-15alc6-ryzen-7-5700u-8-gb-1-tb-hdd512-gb-15-6-inc-windows-10-pro-ing-dizustu-bilgisayar-fiyatlari,2074718563",Lenovo 82KU00VNTXA122 IdeaPad 3 15ALC6 Ryzen 7-5700U 8 GB 1 TB HDD+512 GB 15.6 inç Windows 10 Pro İng Dizüstü Bilgisayar,13424.04,13656,3200 MHz,1 TB,Yok,Yok
15.6 inç,,1920x1080 Piksel,LED (TN),Full HD,1.65 kg,20 GB,Intel Core i5-1135G7,4.20 GHz,8 Çekirdek,Intel,2.40 GHz,8 MB,DDR4,512 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-82h8020btxa19-ideapad-3-15itl6-i5-1135g7-20-gb-ram-1-tb-512-gb-ssd-15-6-dizustu-bilgisayar-fiyatlari,1575241529","Lenovo 82H8020BTXA19 IdeaPad 3 15ITL6 i5-1135G7 20 GB Ram 1 TB + 512 GB SSD 15.6"" Dizüstü Bilgisayar",13788.94,13876,3200 MHz,1 TB,Yok,Yok
15.6,Windows,1920x1080 Piksel,LED (TN),Full HD,1.65 kg,20 GB,AMD Ryzen 7 5700U,4.30 GHz,8 Çekirdek,AMD,1.80 GHz,8 MB,DDR4,256 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-82ku00vntxa109-ryzen7-5700u-20gb-ram-256gb-ssd-win10-pro-15-6inc-laptop-fiyatlari,1846509265",Lenovo 82KU00VNTXA109 Ryzen7 5700U 20GB Ram 256GB SSD Win10 Pro 15.6inç Laptop,13083.36,13240,3200 MHz,,,
15.6 inç,,1920x1080 Piksel,LED (TN),Full HD,1.65 kg,12 GB,Intel Core i5-1135G7,4.20 GHz,8 Çekirdek,Intel,2.40 GHz,8 MB,DDR4,256 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-82h8020btxa72-ideapad-3-15itl6-i5-1135g7-12-gb-ram-256-gb-ssd-15-6-dizustu-bilgisayar-fiyatlari,1575240190","Lenovo 82H8020BTXA72 IdeaPad 3 15ITL6 i5-1135G7 12 GB Ram 256 GB SSD 15.6"" Dizüstü Bilgisayar",13128.68,13212,3200 MHz,Yok,Yok,Yok
15.6 inç,Windows 10 Pro,1920x1080 Piksel,LED (TN),Full HD,1.65 kg,8 GB,AMD Ryzen 7 5700U,4.30 GHz,8 Çekirdek,AMD,1.80 GHz,8 MB,DDR4,256 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-82ku00vntxa130-ideapad-3-15alc6-ryzen-7-5700u-8-gb-2-tb-hdd256-gb-15-6-inc-windows-10-pro-ing-dizustu-bilgisayar-fiyatlari,2074718596",Lenovo 82KU00VNTXA130 IdeaPad 3 15ALC6 Ryzen 7-5700U 8 GB 2 TB HDD+256 GB 15.6 inç Windows 10 Pro İng Dizüstü Bilgisayar,13424.04,13656,3200 MHz,2 TB,Yok,Yok
15.6 inç,,1920x1080 Piksel,LED (TN),Full HD,1.65 kg,8 GB,Intel Core i5-1135G7,4.20 GHz,8 Çekirdek,Intel,2.40 GHz,8 MB,DDR4,128 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-82h8020btxa117-ideapad-3-15itl6-i5-1135g7-8-gb-ram-1-tb-128-gb-ssd-15-6-dizustu-bilgisayar-fiyatlari,1574960932","Lenovo 82H8020BTXA117 IdeaPad 3 15ITL6 i5-1135G7 8 GB Ram 1 TB + 128 GB SSD 15.6"" Dizüstü Bilgisayar",13128.68,13212,3200 MHz,1 TB,Yok,Yok
15.6 inç,Linux,1920x1080 Piksel,LED (WVA),Full HD,1.85 kg,8 GB,Intel Core i5-1135G7,4.20 GHz,8 Çekirdek,Intel,2.40 GHz,8 MB,DDR4,512 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-dell-f35obf821na16-inspiron-3511-intel-core-i5-1135g7-8gb-ram-2tb-512gb-ssd-linux-15-6-tasinabilir-bilgisayar-fiyatlari,1250668304","Dell F35OBF821NA16 Inspiron 3511 Intel Core i5-1135G7 8GB Ram 2TB + 512GB SSD Linux 15.6"" Taşınabilir Bilgisayar",13652.81,13899,3200 MHz,2 TB,Yok,Yok
15.6 inç,,1920x1080 Piksel,LED (TN),Full HD,1.65 kg,12 GB,Intel Core i5-1135G7,4.20 GHz,8 Çekirdek,Intel,2.40 GHz,8 MB,DDR4,256 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-82h8020btxa119-ideapad-3-15itl6-i5-1135g7-12-gb-ram-1-tb-256-gb-ssd-15-6-dizustu-bilgisayar-fiyatlari,1574965837","Lenovo 82H8020BTXA119 IdeaPad 3 15ITL6 i5-1135G7 12 GB Ram 1 TB + 256 GB SSD 15.6"" Dizüstü Bilgisayar",14058.05,14144,3200 MHz,1 TB,Yok,Yok
15.6 inç,,1920x1080 Piksel,LED (TN),Full HD,1.65 kg,12 GB,Intel Core i5-1135G7,4.20 GHz,8 Çekirdek,Intel,2.40 GHz,8 MB,DDR4,256 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-82h8020btxa107-ideapad-3-15itl6-i5-1135g7-12-gb-ram-256-gb-ssd-15-6-dizustu-bilgisayar-fiyatlari,1574966866","Lenovo 82H8020BTXA107 IdeaPad 3 15ITL6 i5-1135G7 12 GB Ram 256 GB SSD 15.6"" Dizüstü Bilgisayar",13128.68,13212,3200 MHz,Yok,Yok,Yok
15.6 inç,,1920x1080 Piksel,LED (TN),Full HD,1.65 kg,8 GB,Intel Core i5-1135G7,4.20 GHz,8 Çekirdek,Intel,2.40 GHz,8 MB,DDR4,512 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-82h8020btxa110-ideapad-3-15itl6-i5-1135g7-8-gb-ram-512-gb-ssd-15-6-dizustu-bilgisayar-fiyatlari,1574960430","Lenovo 82H8020BTXA110 IdeaPad 3 15ITL6 i5-1135G7 8 GB Ram 512 GB SSD 15.6"" Dizüstü Bilgisayar",13128.68,13212,3200 MHz,Yok,Yok,Yok
15.6,Windows,1920x1080 Piksel,LED (TN),Full HD,1.65 kg,12 GB,AMD Ryzen 7 5700U,4.30 GHz,8 Çekirdek,AMD,1.80 GHz,8 MB,DDR4,512 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-82ku00vntxa123-ryzen7-5700u-12gb-ram-1tb-ssd-512gb-ssd-win10-pro-15-6inc-laptop-fiyatlari,1846509505",Lenovo 82KU00VNTXA123 Ryzen7 5700U 12GB Ram 1TB SSD + 512GB SSD Win10 Pro 15.6inç Laptop,13968.18,14209,3200 MHz,1 TB,,
15.6 inç,,1920x1080 Piksel,LED (TN),Full HD,1.65 kg,20 GB,Intel Core i5-1135G7,4.20 GHz,8 Çekirdek,Intel,2.40 GHz,8 MB,DDR4,256 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-82h8020btxa38-ideapad-3-15itl6-i5-1135g7-20-gb-ram-256-gb-ssd-15-6-dizustu-bilgisayar-fiyatlari,1574962755","Lenovo 82H8020BTXA38 IdeaPad 3 15ITL6 i5-1135G7 20 GB Ram 256 GB SSD 15.6"" Dizüstü Bilgisayar",13259.0,13344,3200 MHz,Yok,Yok,Yok
15.6 inç,Linux,1920x1080 Piksel,LED (WVA),Full HD,1.85 kg,16 GB,Intel Core i5-1135G7,4.20 GHz,8 Çekirdek,Intel,2.40 GHz,8 MB,DDR4,256 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-dell-f35obf821na17-inspiron-3511-intel-core-i5-1135g7-16gb-ram-2tb-256gb-ssd-linux-15-6-tasinabilir-bilgisayar-fiyatlari,1250668306","Dell F35OBF821NA17 Inspiron 3511 Intel Core i5-1135G7 16GB Ram 2TB + 256GB SSD Linux 15.6"" Taşınabilir Bilgisayar",13453.06,13699,3200 MHz,2 TB,Yok,Yok
15.6 inç,,1920x1080 Piksel,LED (TN),Full HD,1.65 kg,8 GB,Intel Core i5-1135G7,4.20 GHz,8 Çekirdek,Intel,2.40 GHz,8 MB,DDR4,256 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-82h8020btxa95-ideapad-3-15itl6-i5-1135g7-8-gb-ram-2-tb-256-gb-ssd-15-6-dizustu-bilgisayar-fiyatlari,1575498929","Lenovo 82H8020BTXA95 IdeaPad 3 15ITL6 i5-1135G7 8 GB Ram 2 TB + 256 GB SSD 15.6"" Dizüstü Bilgisayar",14058.05,14144,3200 MHz,2 TB,Yok,Yok
15.6 inç,,1920x1080 Piksel,LED (TN),Full HD,1.65 kg,8 GB,Intel Core i5-1135G7,4.20 GHz,8 Çekirdek,Intel,2.40 GHz,8 MB,DDR4,512 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-82h8020btxa122-ideapad-3-15itl6-i5-1135g7-8-gb-ram-1-tb-512-gb-ssd-15-6-dizustu-bilgisayar-fiyatlari,1574966933","Lenovo 82H8020BTXA122 IdeaPad 3 15ITL6 i5-1135G7 8 GB Ram 1 TB + 512 GB SSD 15.6"" Dizüstü Bilgisayar",14059.0,14144,3200 MHz,1 TB,Yok,Yok
15.6,Windows,1920x1080 Piksel,LED (TN),Full HD,1.65 kg,12 GB,AMD Ryzen 7 5700U,4.30 GHz,8 Çekirdek,AMD,1.80 GHz,8 MB,DDR4,512 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-82ku00vntxa100-ryzen7-5700u-12gb-ram-2tb-ssd-512gb-ssd-win10-pro-15-6inc-laptop-fiyatlari,1846509545",Lenovo 82KU00VNTXA100 Ryzen7 5700U 12GB Ram 2TB SSD + 512GB SSD Win10 Pro 15.6inç Laptop,14648.36,14901,3200 MHz,2 TB,,
15.6 inç,,1920x1080 Piksel,LED (TN),Full HD,1.65 kg,12 GB,Intel Core i5-1135G7,4.20 GHz,8 Çekirdek,Intel,2.40 GHz,8 MB,DDR4,512 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-82h8020btxa53-ideapad-3-15itl6-i5-1135g7-12-gb-ram-1-tb-512-gb-ssd-15-6-dizustu-bilgisayar-fiyatlari,1574964957","Lenovo 82H8020BTXA53 IdeaPad 3 15ITL6 i5-1135G7 12 GB Ram 1 TB + 512 GB SSD 15.6"" Dizüstü Bilgisayar",14188.1,14275,3200 MHz,1 TB,Yok,Yok
15.6 inç,FreeDos,1920x1080 Piksel,LED (TN),Full HD,1.70 kg,12 GB,Intel Core i5-1135G7,4.20 GHz,4 Adet,Intel,,8 MB,DDR4,1 TB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-82kb00hwtx022-v15-g2-itl-intel-core-i5-1135g7-12-gb-ram-1-tb-ssd-mx350-15-6-inc-freedos-full-hd-dizustu-bilgisayar-fiyatlari,2055450326",Lenovo 82KB00HWTX022 V15 G2 ITL Intel Core i5-1135G7 12 GB Ram 1 TB SSD MX350 15.6 inç Freedos Full Hd Dizüstü Bilgisayar,13966.11,14267,3200 MHz,Yok,2 GB,NVIDIA GeForce MX350
14 inç,Windows,1920x1080 Piksel,LED (TN),Full HD,1.60 kg,12 GB,AMD Ryzen 3 5300U,3.8 GHz,4,AMD,2.6 GHz,4 MB,DDR4,512 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-82kc000jtxz6-v14-amd-ryzen-3-5300u-12-gb-ram-512-gb-ssd-windows-10-home-14-tasinabilir-bilgisayar-fiyatlari,1424826344","Lenovo 82KC000JTXZ6 V14 Amd Ryzen 3 5300U 12 GB Ram 512 GB SSD Windows 10 Home 14"" Taşınabilir Bilgisayar",10576.5,11375,3200 MHz,Yok,,Yok
15.6 inç,,1920x1080 Piksel,LED (TN),Full HD,1.65 kg,20 GB,Intel Core i5-1135G7,4.20 GHz,8 Çekirdek,Intel,2.40 GHz,8 MB,DDR4,256 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-82h8020btxa74-ideapad-3-15itl6-i5-1135g7-20-gb-ram-256-gb-ssd-15-6-dizustu-bilgisayar-fiyatlari,1577804375","Lenovo 82H8020BTXA74 IdeaPad 3 15ITL6 i5-1135G7 20 GB Ram 256 GB SSD 15.6"" Dizüstü Bilgisayar",13658.89,13744,3200 MHz,Yok,Yok,Yok
15.6 inç,,1920x1080 Piksel,LED (TN),Full HD,1.65 kg,8 GB,Intel Core i5-1135G7,4.20 GHz,8 Çekirdek,Intel,2.40 GHz,8 MB,DDR4,256 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-82h8020btxa48-ideapad-3-15itl6-i5-1135g7-8-gb-ram-1-tb-256-gb-ssd-15-6-dizustu-bilgisayar-fiyatlari,1577804690","Lenovo 82H8020BTXA48 IdeaPad 3 15ITL6 i5-1135G7 8 GB Ram 1 TB + 256 GB SSD 15.6"" Dizüstü Bilgisayar",13128.68,13212,3200 MHz,1 TB,Yok,Yok
15.6 inç,,1920x1080 Piksel,LED (TN),Full HD,1.65 kg,12 GB,Intel Core i5-1135G7,4.20 GHz,8 Çekirdek,Intel,2.40 GHz,8 MB,DDR4,1 TB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-82h8020btxa21-ideapad-3-15itl6-i5-1135g7-12-gb-ram-1-tb-1-tb-ssd-15-6-dizustu-bilgisayar-fiyatlari,1574964175","Lenovo 82H8020BTXA21 IdeaPad 3 15ITL6 i5-1135G7 12 GB Ram 1 TB + 1 TB SSD 15.6"" Dizüstü Bilgisayar",14578.26,14671,3200 MHz,1 TB,Yok,Yok
15.6,Windows,1920x1080 Piksel,LED (TN),Full HD,1.65 kg,12 GB,AMD Ryzen 7 5700U,4.30 GHz,8 Çekirdek,AMD,1.80 GHz,8 MB,DDR4,512 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-82ku00vntxa170-ryzen7-5700u-12gb-ram-2tb-ssd-512gb-ssd-win11-pro-15-6inc-laptop-fiyatlari,1846509276",Lenovo 82KU00VNTXA170 Ryzen7 5700U 12GB Ram 2TB SSD + 512GB SSD Win11 Pro 15.6inç Laptop,14648.36,14901,3200 MHz,2 TB,,
15.6 inç,Windows 11 Pro,1920x1080 Piksel,LED (TN),Full HD,1.65 kg,8 GB,AMD Ryzen 7 5700U,4.30 GHz,8 Çekirdek,AMD,1.80 GHz,8 MB,DDR4,256 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-82ku00vntxa165-ideapad-3-15alc6-ryzen-7-5700u-8-gb-2-tb-hdd256-gb-15-6-inc-windows-11-pro-dizustu-bilgisayar-fiyatlari,2074718613",Lenovo 82KU00VNTXA165 IdeaPad 3 15ALC6 Ryzen 7-5700U 8 GB 2 TB HDD+256 GB 15.6 inç Windows 11 Pro Dizüstü Bilgisayar,13424.04,13656,3200 MHz,2 TB,Yok,Yok
14 inç,Windows,1920x1080 Piksel,LED (TN),Full HD,1.60 kg,8 GB,Intel Core i3-1115G4,4.10 GHz,2 Çekirdek,Intel,3.00 GHz,6 MB,DDR4,512 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-82ka001ttx041-v14-i3-1115g4-8-gb-512-gb-ssd-14-inc-fhd-windows-10-pro-tasinabilir-bilgisayar-fiyatlari,2092219357",Lenovo 82KA001TTX041 V14 i3-1115G4 8 GB 512 GB SSD 14 inç FHD Windows 10 Pro Taşınabilir Bilgisayar,11799.12,12320,3200 MHz,,,
15.6,FreeDos,1920x1080 Piksel,LED (TN),Full HD,1.65 kg,12 GB,AMD Ryzen 7 5700U,4.30 GHz,8 Çekirdek,AMD,1.80 GHz,8 MB,DDR4,512 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-82ku00vntxa30-ryzen7-5700u-12gb-ram-2tb-ssd-512gb-ssd-freedos-15-6inc-laptop-fiyatlari,1846509296",Lenovo 82KU00VNTXA30 Ryzen7 5700U 12GB Ram 2TB SSD + 512GB SSD FreeDos 15.6inç Laptop,13180.21,13407,3200 MHz,2 TB,,
15.6 inç,Windows 10 Pro,1920x1080 Piksel,LED (IPS),Full HD,1.70 kg,20 GB,AMD Ryzen 7 5700U,4.3 GHz,8 Çekirdek,AMD,1.8 GHz,8 MB,DDR4,2 TB + 256 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-82ku00vntxa97-ryzen7-5700u-20gb-ram-2tb-256gb-ssd-win10-pro-15-6inc-laptop-fiyatlari,1846509381",Lenovo 82KU00VNTXA97 Ryzen7 5700U 20GB Ram 2TB + 256GB SSD Win10 Pro 15.6inç Laptop,14762.57,14806,3200 MHz,,,
15.6 inç,Windows 10 Home,1920x1080 Piksel,LED (IPS),Full HD,1.70 kg,20 GB,AMD Ryzen 7 5700U,4.3 GHz,8 Çekirdek,AMD,1.8 GHz,8 MB,DDR4,2 TB + 512 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-82ku00vntxa66-ryzen7-5700u-20gb-ram-2tb-512gb-ssd-win10-home-15-6inc-laptop-fiyatlari,1846509439",Lenovo 82KU00VNTXA66 Ryzen7 5700U 20GB Ram 2TB + 512GB SSD Win10 Home 15.6inç Laptop,14784.4,15039,3200 MHz,,,
15.6 inç,Windows 11 Pro,1920x1080 Piksel,LED (TN),Full HD,1.65 kg,8 GB,AMD Ryzen 7 5700U,4.30 GHz,8 Çekirdek,AMD,1.80 GHz,8 MB,DDR4,128 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-82ku00vntxa164-ideapad-3-15alc6-ryzen-7-5700u-8-gb-2-tb-hdd128-gb-15-6-inc-windows-11-pro-dizustu-bilgisayar-fiyatlari,2074718628",Lenovo 82KU00VNTXA164 IdeaPad 3 15ALC6 Ryzen 7-5700U 8 GB 2 TB HDD+128 GB 15.6 inç Windows 11 Pro Dizüstü Bilgisayar,13151.96,13379,3200 MHz,2 TB,Yok,Yok
15.6 inç,Windows 10 Pro,1920x1080 Piksel,LED (IPS),Full HD,1.70 kg,12 GB,AMD Ryzen 7 5700U,4.3 GHz,8 Çekirdek,AMD,1.8 GHz,8 MB,DDR4,2 TB + 256 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-82ku00vntxa96-ryzen7-5700u-12gb-ram-2tb-ssd-256gb-ssd-win10-pro-15-6inc-laptop-fiyatlari,1846509300",Lenovo 82KU00VNTXA96 Ryzen7 5700U 12GB Ram 2TB SSD + 256GB SSD Win10 Pro 15.6inç Laptop,13968.18,14209,3200 MHz,,,
14 inç,Windows,1920x1080 Piksel,LED (TN),Full HD,1.60 kg,36 GB,Intel Core i3-1115G4,4.10 GHz,2 Çekirdek,Intel,3.00 GHz,6 MB,DDR4,512 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-82ka001ttx069-v14-i3-1115g4-36-gb-512-gb-ssd-14-inc-fhd-windows-11-home-tasinabilir-bilgisayar-fiyatlari,2092221116",Lenovo 82KA001TTX069 V14 I3-1115G4 36 GB 512 GB SSD 14 inç FHD Windows 11 Home Taşınabilir Bilgisayar,13015.52,13590,3200 MHz,,,
15.6 inç,Windows 10 Home,1920x1080 Piksel,LED (TN),Full HD,1.65 kg,8 GB,AMD Ryzen 7 5700U,4.30 GHz,8 Çekirdek,AMD,1.80 GHz,8 MB,DDR4,256 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-82ku00vntxa60-ideapad-3-15alc6-ryzen-7-5700u-8-gb-2-tb-hdd256-gb-15-6-inc-windows-10-home-dizustu-bilgisayar-fiyatlari,2075377463",Lenovo 82KU00VNTXA60 IdeaPad 3 15ALC6 Ryzen 7-5700U 8 GB 2 TB HDD+256 GB 15.6 inç Windows 10 Home Dizüstü Bilgisayar,13015.92,13240,3200 MHz,2 TB,Yok,Yok
15.6 inç,FreeDos,1920x1080 Piksel,LED (TN),Full HD,1.70 kg,12 GB,Intel Core i5-1135G7,4.20 GHz,8 Çekirdek,Intel,2.40 GHz,8 MB,DDR4,512 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-82kb000stx007-v15-itl-intel-core-i5-1135g7-12-gb-ram-512-gb-ssd-freedos-15-6-tasinabilir-bilgisayar-fiyatlari,1623455164","Lenovo 82KB000STX007 V15-ITL Intel Core i5-1135G7 12 GB Ram 512 GB SSD Freedos 15.6"" Taşınabilir Bilgisayar",14139.36,14619,3200 MHz,Yok,Yok,Yok
15.6 inç,,1920x1080 Piksel,LED (TN),Full HD,1.65 kg,12 GB,Intel Core i5-1135G7,4.20 GHz,8 Çekirdek,Intel,2.40 GHz,8 MB,DDR4,512 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-82h8020btxa111-ideapad-3-15itl6-i5-1135g7-12-gb-ram-512-gb-ssd-15-6-dizustu-bilgisayar-fiyatlari,1574961963","Lenovo 82H8020BTXA111 IdeaPad 3 15ITL6 i5-1135G7 12 GB Ram 512 GB SSD 15.6"" Dizüstü Bilgisayar",13658.89,13744,3200 MHz,Yok,Yok,Yok
15.6 inç,,1920x1080 Piksel,LED (TN),Full HD,1.65 kg,12 GB,Intel Core i5-1135G7,4.20 GHz,8 Çekirdek,Intel,2.40 GHz,8 MB,DDR4,1 TB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-82h8020btxa44-ideapad-3-15itl6-i5-1135g7-12-gb-ram-1-tb-ssd-15-6-dizustu-bilgisayar-fiyatlari,1575499069","Lenovo 82H8020BTXA44 IdeaPad 3 15ITL6 i5-1135G7 12 GB Ram 1 TB SSD 15.6"" Dizüstü Bilgisayar",14578.26,14671,3200 MHz,Yok,Yok,Yok
15.6 inç,,1920x1080 Piksel,LED (TN),Full HD,1.65 kg,12 GB,Intel Core i5-1135G7,4.20 GHz,8 Çekirdek,Intel,2.40 GHz,8 MB,DDR4,1 TB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-82h8020btxa79-ideapad-3-15itl6-i5-1135g7-12-gb-ram-1-tb-ssd-15-6-dizustu-bilgisayar-fiyatlari,1574965156","Lenovo 82H8020BTXA79 IdeaPad 3 15ITL6 i5-1135G7 12 GB Ram 1 TB SSD 15.6"" Dizüstü Bilgisayar",14978.42,15071,3200 MHz,Yok,Yok,Yok
15.6 inç,,1920x1080 Piksel,LED (TN),Full HD,1.65 kg,20 GB,Intel Core i5-1135G7,4.20 GHz,8 Çekirdek,Intel,2.40 GHz,8 MB,DDR4,256 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-82h8020btxa109-ideapad-3-15itl6-i5-1135g7-20-gb-ram-256-gb-ssd-15-6-dizustu-bilgisayar-fiyatlari,1574966030","Lenovo 82H8020BTXA109 IdeaPad 3 15ITL6 i5-1135G7 20 GB Ram 256 GB SSD 15.6"" Dizüstü Bilgisayar",13658.89,13744,3200 MHz,Yok,Yok,Yok
15.6 inç,Windows,1920x1080 Piksel,,Full HD,,16 GB,AMD Ryzen 7 5700U,4.30 GHz,8 Çekirdek,AMD,1.80 GHz,12 MB,DDR4,256 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-hp-4p3m4esz30-ryzen5-5700u-16gb-ram-256gb-ssd-win10-home-15-6inc-laptop-fiyatlari,1228060079",Hp 4P3M4ESZ30 Ryzen5 5700U 16GB Ram 256GB SSD Win10 Home 15.6inç Laptop,13315.42,14013,3200 MHz,Yok,Yok,Yok
15.6 inç,Windows 10 Home,1920x1080 Piksel,LED (IPS),Full HD,1.70 kg,20 GB,AMD Ryzen 7 5700U,4.3 GHz,8 Çekirdek,AMD,1.8 GHz,8 MB,DDR4,2 TB + 256 GB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-82ku00vntxa63-ryzen7-5700u-20gb-ram-2tb-256gb-ssd-win10-home-15-6inc-laptop-fiyatlari,1846509405",Lenovo 82KU00VNTXA63 Ryzen7 5700U 20GB Ram 2TB + 256GB SSD Win10 Home 15.6inç Laptop,14104.22,14347,3200 MHz,,,
15.6,FreeDos,1920x1080 Piksel,LED (TN),Full HD,1.65 kg,12 GB,AMD Ryzen 7 5700U,4.30 GHz,8 Çekirdek,AMD,1.80 GHz,8 MB,DDR4,1 TB,"https://www.cimri.com/dizustu-bilgisayar/en-ucuz-lenovo-82ku00vntxa33-ryzen7-5700u-12gb-ram-2tb-ssd-1tb-ssd-freedos-15-6inc-laptop-fiyatlari,1846509231",Lenovo 82KU00VNTXA33 Ryzen7 5700U 12GB Ram 2TB SSD + 1TB SSD FreeDos 15.6inç Laptop,14530.11,14781,3200 MHz,2 TB,,
